timestamp,time,x,y,z
2023-12-17 11:43:59.546,54980811704,0.061052143574,9.484629631042,0.697909772396,0
2023-12-17 11:43:59.915,55051655625,0.034715924412,9.46787071228,0.748188018799,0
2023-12-17 11:44:00.166,55094368976,0.004788403399,9.44871711731,0.622492432594,0
2023-12-17 11:44:00.356,55133879997,-0.046686932445,9.437943458557,0.640448927879,0
2023-12-17 11:44:00.503,55174203317,-0.088585466146,9.42716884613,0.555454790592,0
2023-12-17 11:44:00.642,55214928885,0.007182605099,9.415198326111,0.529118597507,0
2023-12-17 11:44:00.890,55255256081,0.014365210198,9.44871711731,0.489614248276,0
2023-12-17 11:44:01.138,55295301033,0.004788403399,9.440337181091,0.641646027565,0
2023-12-17 11:44:01.359,55335623061,0.026336219162,9.451110839844,0.499191045761,0
2023-12-17 11:44:01.545,55376628452,-0.011971008033,9.412803649902,0.440533101559,0
2023-12-17 11:44:01.712,55417921022,-0.008379706182,9.425971984863,0.438138902187,0
2023-12-17 11:44:01.906,55458218502,-0.056263741106,9.372102737427,0.494402647018,0
2023-12-17 11:44:02.072,55497282546,-0.020350715145,9.372102737427,0.365115761757,0
2023-12-17 11:44:02.230,55537580026,-0.09576806426,9.433155059814,0.462080925703,0
2023-12-17 11:44:02.370,55577050582,-0.014365210198,9.379284858704,0.402225881815,0
2023-12-17 11:44:02.520,55617345478,-0.11013327539,9.42716884613,0.30765491724,0
2023-12-17 11:44:02.702,55659592329,-0.044292733073,9.490615844727,0.329202741385,0
2023-12-17 11:44:02.841,55700840175,-0.122104287148,9.518148422241,0.314837515354,0
2023-12-17 11:44:02.975,55741135071,-0.04788403213,9.40801525116,-0.14963760972,0
2023-12-17 11:44:03.140,55780634410,-0.068234749138,9.282320022583,-0.441730201244,0
2023-12-17 11:44:03.265,55820929306,-0.082599960268,9.306262016296,-0.678756177425,0
2023-12-17 11:44:03.401,55861516297,-0.214281052351,9.42716884613,-0.577002584934,0
2023-12-17 11:44:03.551,55901813777,-0.359130263329,9.569623947144,-0.360327363014,0
2023-12-17 11:44:03.686,55942386071,-0.22864626348,9.619902610779,-0.420182406902,0
2023-12-17 11:44:03.833,55982444732,-0.28490999341,9.641449928284,-0.536301195621,0
2023-12-17 11:44:03.997,56022830068,-0.247799873352,9.488221168518,-0.265756398439,0
2023-12-17 11:44:04.165,56063472970,-0.344765037298,9.528923034668,-0.481234550476,0
2023-12-17 11:44:04.334,56103864766,-0.426167905331,9.409213066101,-0.412999778986,0
2023-12-17 11:44:04.474,56123739449,-0.040701430291,9.392453193665,-0.389057785273,0
2023-12-17 11:44:04.604,56164162508,-0.055066637695,9.360131263733,-0.104147776961,0
2023-12-17 11:44:04.722,56225071277,-0.033518824726,9.418789863586,-0.209492653608,0
2023-12-17 11:44:04.844,56259457841,-0.156820207834,9.604340553284,-0.071826048195,0
2023-12-17 11:44:04.982,56299787390,-0.193930342793,9.452308654785,-0.38426938653,0
2023-12-17 11:44:05.128,56346284779,-0.081402860582,9.441534042358,-0.3615244627,0
2023-12-17 11:44:05.246,56386664677,-0.445321530104,9.428366661072,-0.749385118484,0
2023-12-17 11:44:05.350,56426993502,-0.094570964575,9.191340446472,-0.599747538567,0
2023-12-17 11:44:05.450,56467391758,-0.137666597962,9.266757965088,-0.470460623503,0
2023-12-17 11:44:05.556,56508025991,-0.028730420396,9.230844497681,-0.438138902187,0
2023-12-17 11:44:05.701,56549247921,-0.354341864586,9.230844497681,-0.264559298754,0
2023-12-17 11:44:05.788,56589655221,-0.494402647018,9.244012832642,-0.539892494678,0
2023-12-17 11:44:05.882,56624923472,-0.477643251419,9.628282546997,0.068234749138,0
2023-12-17 11:44:06.016,56665321728,-0.238223075867,9.657012939453,-0.03950432688,0
2023-12-17 11:44:06.112,56709984198,-0.104147776961,9.624691009521,0.137666597962,0
