timestamp,time,x,y,z,cos,azimuth,pith,roll,azimuthInDegrees,pitchInDegrees,rollInDegrees
1970-01-08 10:00:36.854,210013433924,-0.000854492188,-0.00244140625,0.001647949219,0.999938964844,-0.003291535657,0.001716927509,-0.0048797247,-0.188591101257,0.098372699986,-0.279587630496
1970-01-08 10:00:36.962,210084117096,-0.000610351562,-0.005004882812,0.001220703125,0.999938964844,-0.002435151953,0.001232847921,-0.010007838719,-0.139523929394,0.070636982633,-0.573406920623
1970-01-08 10:00:37.025,210128313247,0.209411621094,0.121215820312,-0.001831054688,0.97021484375,0.059473589063,-0.417968451977,0.26116886735,3.407585645788,-23.947828267886,14.963873839346
1970-01-08 10:00:37.079,210170195855,0.2099609375,0.120422363281,-0.003295898438,0.97021484375,0.062391769141,-0.418752014637,0.260215193033,3.574785048132,-23.9927231013,14.909232325985
1970-01-08 10:00:37.122,210210393320,0.211853027344,0.116943359375,-0.006042480469,0.97021484375,0.067221209407,-0.422095179558,0.254294276237,3.851491592778,-24.184272341479,14.569988782742
1970-01-08 10:00:37.161,210249715763,0.212097167969,0.11083984375,-0.008056640625,0.970886230469,0.068758144975,-0.422518134117,0.242084011436,3.939551514199,-24.208505852654,13.870392142851
1970-01-08 10:00:37.199,210289905494,0.213256835938,0.106872558594,-0.008361816406,0.971069335938,0.067914091051,-0.425072729588,0.233879715204,3.891190786668,-24.354873391473,13.400320594925
1970-01-08 10:00:37.231,210330700428,0.214904785156,0.104431152344,-0.008728027344,0.970947265625,0.068033479154,-0.428491860628,0.229075953364,3.898031221122,-24.5507751697,13.125085315714
1970-01-08 10:00:37.264,210371842087,0.217590332031,0.101623535156,-0.013427734375,0.970581054688,0.077517315745,-0.433058559895,0.22568269074,4.441415031392,-24.812427763972,12.930665688537
1970-01-08 10:00:37.292,210412100135,0.207275390625,0.093688964844,-0.019653320312,0.973571777344,0.084226578474,-0.411421209574,0.209452584386,4.82582746939,-23.572698910743,12.000749093418
1970-01-08 10:00:37.328,210447645078,0.179565429688,0.074645996094,-0.043762207031,0.979858398438,0.12024076283,-0.352626651525,0.173494309187,6.88928823558,-20.204018876241,9.940491685949
1970-01-08 10:00:37.357,210487934358,0.169372558594,0.0615234375,-0.059387207031,0.981811523438,0.145876973867,-0.331304043531,0.149588167667,8.358134930743,-18.982323429969,8.570770672437
1970-01-08 10:00:37.379,210531575679,0.138122558594,0.014343261719,-0.04052734375,0.989440917969,0.087574973702,-0.275642901659,0.041143555194,5.017676384118,-15.793174917801,2.357352066788
1970-01-08 10:00:37.401,210571833727,0.161865234375,-0.104431152344,-0.049926757812,0.97998046875,0.06784183532,-0.333844155073,-0.200883537531,3.887050838257,-19.127861100803,-11.509778874178
1970-01-08 10:00:37.435,210609572496,0.320129394531,-0.265930175781,-0.139465332031,0.8984375,0.105850890279,-0.70680642128,-0.536349952221,6.064809270679,-40.497024872084,-30.730588604302
1970-01-08 10:00:37.457,210649954288,0.493408203125,-0.361877441406,-0.219787597656,0.759704589844,-0.055549543351,-1.14030623436,-0.924468457699,-3.182754387888,-65.334734581269,-52.968140919111
1970-01-08 10:00:37.499,210693728564,0.617126464844,-0.331115722656,-0.215881347656,0.680297851562,-0.669987201691,-1.384101271629,-1.467748641968,-38.387438984656,-79.303161283051,-84.095802570812
1970-01-08 10:00:37.581,210734758032,0.589782714844,-0.255798339844,-0.22900390625,0.730895996094,0.164111018181,-1.366960406303,-0.539276599884,9.402868713357,-78.321062042673,-30.89827316352
1970-01-08 10:00:37.619,210775139824,0.408386230469,-0.124816894531,-0.2509765625,0.86865234375,0.55364304781,-0.88220757246,-0.01865760237,31.72140999625,-50.54677055645,-1.069001871622
1970-01-08 10:00:37.652,210815389279,0.153137207031,-0.030517578125,-0.285278320312,0.945617675781,0.590883076191,-0.312071233988,0.031167810783,33.855106451448,-17.880364614941,1.785784014516
1970-01-08 10:00:37.682,210855795562,0.031127929688,-0.102111816406,-0.291015625,0.95068359375,0.583406984806,-0.11889783293,-0.178228825331,33.42675796784,-6.812344020146,-10.211759479025
1970-01-08 10:00:37.713,210896295907,0.213684082031,-0.262145996094,-0.283142089844,0.897399902344,0.486868798733,-0.560924589634,-0.425478458405,27.895527343991,-32.138611611133,-24.378119940313
1970-01-08 10:00:37.734,210936703479,0.426635742188,-0.436950683594,-0.293395996094,0.735473632812,0.125962406397,-1.084260463715,-0.996103644371,7.217114263852,-62.123548463744,-57.07253478006
1970-01-08 10:00:37.790,210975231423,0.549987792969,-0.479736328125,-0.27685546875,0.625,-0.644380092621,-1.263384699821,-1.788435697556,-36.920259709424,-72.386611201173,-102.469817400468
1970-01-08 10:00:37.862,211018368156,0.577575683594,-0.418518066406,-0.251708984375,0.654052734375,-0.642308950424,-1.310133695602,-1.638870954514,-36.801592002784,-75.065131355896,-93.900388860203
1970-01-08 10:00:37.892,211058775728,0.495910644531,-0.287292480469,-0.266540527344,0.774841308594,0.33665111661,-1.172322511673,-0.485134422779,19.288688150095,-67.169132147038,-27.796154921757
1970-01-08 10:00:37.935,211098279539,0.321228027344,-0.064575195312,-0.294494628906,0.897644042969,0.665908157825,-0.66204482317,0.093032799661,38.153726986731,-37.932374216109,5.330386776871
1970-01-08 10:00:37.961,211138683244,0.065246582031,0.061218261719,-0.321594238281,0.942565917969,0.664180517197,-0.083721294999,0.158587753773,38.054740470185,-4.796876858819,9.086408973638
1970-01-08 10:00:37.997,211177718014,-0.044250488281,0.080505371094,-0.288269042969,0.953063964844,0.578850805759,0.131137043238,0.129410669208,33.165708137762,7.513599115344,7.414685169558
