timestamp,time,x,y,z,cos,azimuth,pith,roll,azimuthInDegrees,pitchInDegrees,rollInDegrees
2023-12-10 23:59:04.284,89977404302,0.183227539062,-0.112609863281,-0.59130859375,0.777160644531,1.310747981071,-0.431208312511,0.045870214701,75.100327320689,-24.706416397864,2.628169707709
2023-12-10 23:59:04.322,90017823872,0.179992675781,-0.117248535156,-0.607482910156,0.7646484375,1.352058053017,-0.430929154158,0.043353509158,77.46722009453,-24.690421802375,2.483973101829
2023-12-10 23:59:04.411,90187308365,0.178894042969,-0.115905761719,-0.612060546875,0.761474609375,1.364107966423,-0.427205681801,0.046680603176,78.157629276213,-24.477082551197,2.67460154713
2023-12-10 23:59:04.479,90229882546,0.178649902344,-0.116394042969,-0.611938476562,0.761535644531,1.363547086716,-0.427446633577,0.045475479215,78.125493236168,-24.490888071057,2.605553030376
2023-12-10 23:59:04.552,90272933067,0.067687988281,-0.06298828125,-0.620788574219,0.778442382812,1.344978928566,-0.184634447098,-0.014268654399,77.061616140858,-10.578774571434,-0.817533676372
2023-12-10 23:59:04.582,90313584837,0.067199707031,-0.062866210938,-0.620056152344,0.779052734375,1.342976689339,-0.183696776628,-0.014867725782,76.946896283558,-10.52505001097,-0.851857938272
2023-12-10 23:59:04.622,90354182217,0.0673828125,-0.062866210938,-0.619262695312,0.779663085938,1.340960860252,-0.183969154954,-0.014824329875,76.831397784694,-10.54065613945,-0.849371535971
2023-12-10 23:59:04.639,90394594390,0.067199707031,-0.063110351562,-0.618774414062,0.780090332031,1.339658379555,-0.183982014656,-0.015563943423,76.756771137822,-10.541392946107,-0.891748270737
2023-12-10 23:59:04.745,90433913242,0.066589355469,-0.063049316406,-0.618103027344,0.780700683594,1.337804198265,-0.18293325603,-0.016401531175,76.650534375472,-10.48130350311,-0.939738513867
2023-12-10 23:59:04.767,90474296692,0.066711425781,-0.063842773438,-0.617553710938,0.781066894531,1.336369037628,-0.184103086591,-0.017634088174,76.568305728054,-10.548329856982,-1.010358827904
2023-12-10 23:59:04.802,90506665489,0.066467285156,-0.063781738281,-0.617126464844,0.781372070312,1.335201501846,-0.183624312282,-0.017939675599,76.501410855323,-10.520898109728,-1.027867697676
